service_name,motor_type,price
JASA PASANG 40000,NEW SCOOPY STYLISH,40000.0
KPB 1,REVO X,0.0
PENGGANTIAN OLI MESIN,NEW CBR 150R,1000.0
PAKET KURAS RADIATOR,VARIO TECHNO NON CBS,35000.0
PAKET PEMBERSIHAN CVT,NEW SCOOPY PRESTIGE,25000.0
PENGGANTIAN RADIATOR COOLANT,VARIO 150 MMC,0.0
SERVIS PAKET LENGKAP PERAWATAN,VARIO 125 CBS MMC,100000.0
PENGGANTIAN RADIATOR COOLANT,VARIO 125 CBS MMC,0.0
PEMERIKSAAN KELISTRIKAN,Beat Sporty,35000.0
PAKET KURAS TANGKI,REVO X,25000.0
PENGGANTIAN KANVAS REM BELAKANG,NEW VARIO,20000.0
JASA PASANG 110000,VARIO 125 CBS,110000.0
PENGGANTIAN CVT,VARIO 125 CBS,45000.0
PENGGANTIAN KANVAS REM BELAKANG,VARIO 125 CBS,15000.0
PROMO MERDEKA 1,Beat Sporty,0.0
SERVIS PAKET RINGAN PERAWATAN,Beat Sporty,45000.0
PENGGANTIAN RADIATOR COOLANT,ALL NEW SCOOPY STYLISH,0.0
SERVIS PAKET LENGKAP PERAWATAN PLUS,NEW SCOOPY STYLISH,90000.0
JASA PASANG 35000,VARIO 125 CBS,35000.0
PAKET CEBAN,BLADE,10000.0
JASA PASANG 10000,SCOOPY ESP,10000.0
GANTI OLI MESIN ,PCX 160 CBS,0.0
GOKIL (GANTI OLI KILAT),VARIO 125 CBS MMC,0.0
GOKIL (GANTI OLI KILAT),NEW SCOOPY PRESTIGE,0.0
PENGGANTIAN KANVAS REM BELAKANG,NEW SCOOPY PRESTIGE,15000.0
PERBAIKAN BOHLAM LAMPU DEPAN / SOCKET ,BEAT POP CBS ISS,10000.0
SERVIS PAKET LENGKAP PERAWATAN,VERZA CAST WHEEL,91300.0
JASA PASANG 25000,VERZA CAST WHEEL,25000.0
PENGGANTIAN KANVAS REM DEPAN,BEAT FI SW,15000.0
PAKET SIAP MUDIK 2025,BeAT Sporty CBS,50000.0
PAKET PEMBERSIHAN CVT,NEW SCOOPY STYLISH,25000.0
JASA PASANG 10000,NEW SCOOPY STYLISH,10000.0
SERVIS LENGKAP,NEW SCOOPY STYLISH,80000.0
GANTI OLIMESIN,NEW SCOOPY STYLISH,0.0
PERBAIKAN BOHLAM SOCKET HEADLIGHT,Verza,15000.0
SERVIS PAKET LENGKAP PERAWATAN PLUS,NEW SCOOPY SPORTY,90000.0
JASA PASANG 40000,CB150R STREETFIRE,40000.0
JASA PASANG 75000,NEW SCOOPY PRESTIGE,75000.0
JASA PASANG 40000,NEW SCOOPY PRESTIGE,40000.0
PENGGANTIAN OLI GARDAN,NEW SCOOPY PRESTIGE,0.0
PENGGANTIAN KANVAS REM DEPAN,PCX 160 CBS,30000.0
SERVIS PAKET CVT PLUS,NEW VARIO 150,50000.0
SERVIS PAKET LENGKAP PERAWATAN,NEW VARIO ESP CBS ISS ADVA,85000.0
PENGGANTIAN COM STEER,SCOOPY FI,100000.0
PENGGANTIAN BEARING DEPAN,SCOOPY FI,20000.0
JASA PASANG 195000,NEW PCX 150 CBS,195000.0
SERVIS PAKET LENGKAP PERAWATAN,KARISMA 125 D,75000.0
JASA PASANG 70000,BeAT Sporty CBS,67500.0
PENGGANTIAN OLI MESIN,VARIO CAST WHEEL,5000.0
PROMO MERDEKA 2,BeAT Sporty CBS,15000.0
JASA PASANG 10000,SUPRA X 125 HELM IN FI,10000.0
PERBAIKAN CVT,BEAT SPORTY CBS,35000.0
PAKET PEMBERSIHAN CVT,NEW VARIO 150,45000.0
JASA PASANG 15000,ALL NEW SCOOPY STYLISH,15000.0
JASA PASANG 5000,GENIO CBS,5000.0
PENGGANTIAN BUSI,VARIO 125 CBS ISS,15000.0
KPB 3,BeAT Sporty CBS ISS Deluxe,0.0
GANTI OLI PLUS PENGGANTIAN,Genio CBS,0.0
KPB 3,PCX160 RoadSync,0.0
PERBAIKAN BOHLAM SOCKET HEADLIGHT,BEAT SPORTY CBS ISS,25000.0
JASA PASANG 45000,BEAT FI CW,45000.0
PENGGANTIAN BAN BELAKANG,BEAT CW FI MMC,40000.0
SERVIS PAKET LENGKAP PERAWATAN PLUS,VARIO 150 SPORTY,120000.0
PAKET PEMBERSIHAN CVT,BEAT FI SW,40000.0
BONGKAR CVT,BEAT FI CW,35000.0
PENGGANTIAN BELT DRIVE / ROLLER,BEAT FI CW,30000.0
PAKET SIAP MUDIK 2025,VARIO 125 CBS ISS,50000.0
PAKET KURAS RADIATOR,BEAT STREET CBS,25000.0
GANTI OLI PLUS PENGGANTIAN,Beat Sporty,0.0
JASA PASANG 40000,BEAT SPORTY CBS ISS,40000.0
PAKET CEBAN,SCOOPY FI,10000.0
PAKET INJECTOR CLEANER,NEW VARIO 125 CBS ISS,25000.0
PAKET CEK REM GRATIS,VARIO 150,0.0
GOKIL (GANTI OLI KILAT),CB150 VERZA CW,0.0
KPB 2,PCX160 ABS,0.0
GOKIL (GANTI OLI KILAT),VARIO 125 CBS ISS,0.0
JASA PASANG 15000,NEW PCX 150 ABS,10000.0
PENGGANTIAN MINYAK REM,NEW SCOOPY PRESTIGE,30000.0
JASA PASANG 15000,NEW SCOOPY PRESTIGE,15000.0
PERBAIKAN CVT,NEW SCOOPY PRESTIGE,35000.0
JASA PASANG 20000,VARIO 150 MMC,20000.0
JASA PASANG 25000,PCX 160 CBS,25000.0
PAKET KURAS OLI SHOCK,BEAT SPORTY CBS,40000.0
CLAIM C2 PENGGANTIAN,GENIO CBS ISS,0.0
PENGGANTIAN BOHLAM LAMPU DEPAN / SOCKET ,BEAT FI CW,21000.0
PENGGANTIAN RADIATOR COOLANT,BEAT SPORTY CW,5000.0
GOKIL (GANTI OLI KILAT),BEAT STREET CBS,0.0
KPB 4,SUPRA X 125 CW MMC,0.0
SERVIS PAKET LENGKAP PERAWATAN,NEW VARIO ESP CBS ADVANCE,110000.0
PENGGANTIAN KANVAS REM BELAKANG,BEAT STREET CBS,7000.0
PAKET CAD GOCENG,NEW SCOOPY STYLISH,5000.0
PENGGANTIAN OLI MESIN,NEW VARIO 125 CBS-ISS,5000.0
PERBAIKAN JARI - JARI / GANTI TROMOL,BEAT STREET CBS,0.0
PEMERIKSAAN KELISTRIKAN,NEW VARIO ESP CBS ISS ADVA,65000.0
JASA PASANG 80000,SCOOPY FI,80000.0
PERBAIKAN COM STEER,REVO FIT,25000.0
JASA PASANG 20000,BEAT FI CBS,20000.0
SPECIAL MATIC 39K,NEW VARIO 125 CBS,39000.0
PAKET PEMBERSIHAN CVT,BeAT Sporty CBS ISS Deluxe,45000.0
JASA PASANG 85000,BEAT STREET CBS,85000.0
GANTI OLI PLUS PENGGANTIAN,ALL NEW SCOOPY STYLISH,0.0
JASA PASANG 40000,CB150 VERZA CW,40000.0
KPB 2,GENIO CBS,0.0
SERVIS PAKET CVT PLUS,VARIO 150 MMC,50000.0
PAKET HOME SERVICE D2D,BEAT STREET CBS,90000.0
KPB 1,ADV 160 ABS,0.0
SERVIS PAKET LENGKAP PERAWATAN,NEW SUPRA X 125 CW FI MMC,55000.0
SERVIS PAKET LENGKAP PERAWATAN,BEAT SW FI MMC,70000.0
PERBAIKAN STANDAR TENGAH,BEAT FI CW,45000.0
SERVIS PAKET LENGKAP PERAWATAN PLUS,NEW SUPRA GTR150 SPORTY,100000.0
PENGGANTIAN SARINGAN UDARA,VARIO 150 MMC,10000.0
PAKET CEBAN,REVO CW FI,10000.0
SERVIS PAKET CVT PLUS,VARIO CAST WHEEL,50000.0
JASA PASANG 120000,VARIO CAST WHEEL,120000.0
JASA PASANG 35000,GENIO CBS ISS,35000.0
JASA PASANG 5000,PCX 160 CBS,5000.0
PENGGANTIAN MASTER REM DEPAN,NEW SCOOPY SPORTY,52500.0
PENGGANTIAN MINYAK REM,BeAT Sporty CBS ISS Deluxe,25000.0
PENGGANTIAN KANVAS REM DEPAN,NEW VARIO 150,15000.0
PENGGANTIAN PIRINGAN CAKRAM DEPAN,NEW VARIO 150,25000.0
JASA PASANG 5000,VARIO TECHNO 125 FI CBS,5000.0
JASA PASANG 80000,BEAT SPORTY CW,80000.0
PENGGANTIAN KANVAS REM BELAKANG,PCX 160 CBS,20000.0
PAKET RESET FI,BEAT,35000.0
KPB 4,NEW SCOOPY PRESTIGE,0.0
PAKET PEMBERSIHAN CVT,ALL NEW SCOOPY STYLISH,40000.0
PERBAIKAN KANVAS REM BELAKANG,CBR 150R STD,35000.0
SPECIAL MATIC 39K,ALL NEW SCOOPY SPORTY,39000.0
PENGGANTIAN SARINGAN UDARA,CBR 150R STD,0.0
PENGGANTIAN OLI GARDAN,CBR 150R STD,0.0
PENGGANTIAN MINYAK REM,PCX 160 CBS,50000.0
JASA PASANG 85000,PCX 160 CBS,85000.0
JASA PASANG 35000,PCX 160 CBS,35000.0
SERVIS PAKET LENGKAP PERAWATAN,CB150R,130000.0
SERVIS PAKET RINGAN PERAWATAN,BEAT FI SW,75000.0
PERBAIKAN COM STEER,BEAT FI SW,100000.0
JASA PASANG 20000,PCX 160 CBS,20000.0
PAKET CEBAN,CBR 150R STD,10000.0
JASA PASANG 45000,BeAT Street,45000.0
JASA PASANG 30000,BEAT FI SW,30000.0
PENGGANTIAN OLI GARDAN,VARIO 160 CBS,0.0
JASA PASANG 10000,NEW VARIO 150,10000.0
PENGGANTIAN KANVAS REM DEPAN,VARIO 125 CBS,15000.0
JASA PASANG 25000,VARIO 125 CBS MMC,25000.0
JASA PASANG 45000,BeAT Sporty CBS,45000.0
PAKET CEK REM GRATIS,KARISMA 125 D,0.0
PENGGANTIAN BAN BELAKANG,BEAT FI CW,15000.0
SERVIS PAKET LENGKAP PERAWATAN,NEW VARIO ESP CBS,90000.0
PENGGANTIAN BUSI,NEW VARIO ESP CBS,20000.0
PENGGANTIAN OLI GARDAN,NEW VARIO ESP CBS,10000.0
PENGGANTIAN OLI MESIN,NEW VARIO ESP CBS,10000.0
PENGGANTIAN SARINGAN UDARA,NEW VARIO ESP CBS,10000.0
PENGGANTIAN KANVAS REM BELAKANG,VARIO 160 CBS,20000.0
JASA PASANG 10000,GENIO CBS,10000.0
VISIT FEE,VARIO 125 CBS MMC,0.0
PENGGANTIAN OLI MESIN,GENIO CBS,0.0
VISIT FEE,NEW VARIO 125 CBS-ISS,0.0
PENGGANTIAN OLI MESIN,ALL NEW SCOOPY PLAYFUL,5000.0
PENGGANTIAN OLI MESIN,REVO CW FI,0.0
PENGGANTIAN OLI SHOCKBREAKER,Beat Sporty,50000.0
PENGGANTIAN KANVAS REM DEPAN,Beat Sporty,25000.0
PAKET GOCENG,VARIO 150,5000.0
PAKET SIAP MUDIK 2025,SCOOPY PRESTIGE,50000.0
KPB 4,SCOOPY FASHION,0.0
PEMERIKSAAN KELISTRIKAN,BEAT FI CW,35000.0
JASA PASANG 40000,SPACY CW HELM IN FI,40000.0
PAKET PAS,VARIO 150 MMC,50000.0
PENGGANTIAN AKI,ALL NEW SCOOPY SPORTY,0.0
JASA PASANG 120000,NEW SCOOPY PRESTIGE,120000.0
GANTI OLI PLUS PENGGANTIAN,NEW SCOOPY FI,0.0
PERBAIKAN KANVAS REM BELAKANG,BEAT SPORTY CBS,25000.0
PENGGANTIAN MASTER REM DEPAN,ALL NEW CB150R STREETFIRE,30000.0
JASA PASANG 15000,BeAT Sporty CBS ISS Deluxe,15000.0
PENGGANTIAN KABEL SPEEDO,NEW VARIO,30000.0
PERBAIKAN BAN BELAKANG,VERZA CAST WHEEL,35000.0
JASA PASANG 15000,NEW PCX 150 CBS,10000.0
SERVIS PAKET RINGAN PERAWATAN,NEW VARIO TECHNO PGM FI,50000.0
PERBAIKAN COM STEER,VARIO TECHNO 125 FI CBS,21000.0
PERBAIKAN CVT,BeAT Street,50000.0
PENGGANTIAN GEAR BOX,BEAT SPORTY CBS ISS,25000.0
Servis Lengkap,PCX 160 ABS,135000.0
PEMBERSIHAN CVT,PCX 160 ABS,30000.0
JASA PASANG 30000,PCX 160 ABS,30000.0
JASA PASANG 5000,VARIO TECHNO 125 CBS ISS,5000.0
PENGGANTIAN BUSI,SUPRA X 125 DISK BRAKE,15000.0
SERVIS PAKET LENGKAP PERAWATAN,SUPRA X 125 PGM FI CW DD,90000.0
PENGGANTIAN KANVAS REM BELAKANG * ( CAKRAM ),NEW CB150R STREETFIRE,25000.0
PEMERIKSAAN KELISTRIKAN,NEW CB150R STREETFIRE,50000.0
PAKET CEBAN,BeAT Sporty CBS ISS,10000.0
PAKET PASCA MUDIK MATIC,VARIO 150,50000.0
PENGGANTIAN STANDAR TENGAH,BLADE,35000.0
PENGGANTIAN BAN BELAKANG,NEW VARIO 125 CBS,10000.0
PENGGANTIAN SARINGAN UDARA,VARIO 125 CBS ISS,10000.0
PAKET GOCENG,VARIO 125 CBS MMC,5000.0
PERBAIKAN CVT,NEW VARIO TECHNO PGM FI,30000.0
PENGGANTIAN MINYAK REM,NEW VARIO TECHNO PGM FI,15000.0
GANTI OLI PLUS PENGGANTIAN,VARIO 125 CBS ISS,0.0
SERVIS PAKET CVT PLUS,VARIO 125 CBS-ISS MMC,50000.0
SERVIS PAKET RINGAN PERAWATAN,SUPRA GTR 150,90000.0
JASA PASANG 15000,CB150R,15000.0
PEMERIKSAAN KELISTRIKAN,SUPRA X,35000.0
PERBAIKAN CVT,VARIO 125 CBS ISS,35000.0
PAKET RESET FI,NEW VARIO ESP CBS ADVANCE,50000.0
PENGGANTIAN OLI MESIN,VARIO 150 SPORTY,0.0
PENGGANTIAN SEAL SHOCK BREAKER DEPAN,NEW PCX 150 ABS,100000.0
SERVIS PAKET LENGKAP PERAWATAN PLUS,Genio CBS ISS,90000.0
PAKET SERVIS GOLD,CB150R STREETFIRE,0.0
JASA PASANG 200000,VARIO 125 CBS ISS,200000.0
PAKET PEMBERSIHAN CVT,NEW VARIO TECHNO PGM FI,25000.0
PENGGANTIAN OLI GARDAN,NEW VARIO TECHNO PGM FI,0.0
PERBAIKAN COM STEER,SPACY CW HELM IN FI,25000.0
SERVIS PAKET CVT PLUS,BEAT POP CBS ISS,39000.0
PAKET GOCENG,REVO 110 SPOKE WHEEL,5000.0
JASA PASANG 5000,CB150R,5000.0
SPECIAL MATIC 39K,VARIO 125 CBS ISS,39000.0
PAKET KURAS TANGKI,SUPRA X 125 R DD,25000.0
PENGGANTIAN SARINGAN UDARA,SPACY CW HELM IN FI,5000.0
JASA PASANG 5000,REVO FIT,5000.0
VISIT FEE,BEAT STREET,0.0
JASA PASANG 15000,VARIO 150,15000.0
KPB 3,SCOOPY ENERGETIC,0.0
PENGGANTIAN COM STEER,BeAT Sporty CBS ISS Deluxe,75000.0
PERBAIKAN KARET ARM,VARIO 125 CBS MMC,75000.0
PAKET SERVIS PLATINUM,BEAT CBS FI MMC,145000.0
PENGGANTIAN BAN BELAKANG,NEW VARIO 150,25000.0
JASA PASANG 75000,NEW VARIO 150,75000.0
PEMERIKSAAN KELISTRIKAN,REVO X,35000.0
PENGGANTIAN BEARING BELAKANG,REVO X,30000.0
PERBAIKAN COM STEER,REVO X,35000.0
PENGGANTIAN OLI MESIN,ALL NEW CB150R STREETFIRE,10000.0
JASA PASANG 15000,BEAT STREET CBS,10000.0
PENGGANTIAN KANVAS REM DEPAN,VARIO TECHNO NON CBS,25000.0
PAKET RESET FI,NEW BEAT CAST WHEEL,50000.0
JASA PASANG 65000,SUPRA X 125 R DD,65000.0
JASA PASANG 15000,BEAT SW FI MMC,15000.0
PENGGANTIAN OLI MESIN,BEAT POP CBS ISS,5000.0
PAKET GOCENG,BEAT,5000.0
JASA PASANG 60000,VARIO 125 CBS ISS,60000.0
JASA PASANG 85000,NEW VARIO 125 CBS,85000.0
GOKIL (GANTI OLI KILAT),NEW VARIO 125 CBS,0.0
PERBAIKAN KANVAS REM BELAKANG,NEW VARIO 125 CBS,20000.0
JASA PASANG 25000,VARIO 125 CBS,25000.0
PENGGANTIAN KANVAS REM DEPAN,ADV150 ABS,20000.0
PENGGANTIAN COVER HANDLE GETAR,REVO FIT FI,15000.0
JASA PASANG 15000,NEW VARIO ESP CBS ISS ADVA,15000.0
PAKET KURAS MASTER REM,NEW VARIO 125 CBS ISS,40000.0
PAKET KURAS RADIATOR,SCOOPY ESP,50000.0
JASA PASANG 20000,CB150R STREETFIRE,20000.0
KPB 1,CRF150L,0.0
PENGGANTIAN BAN BELAKANG,VARIO 150 MMC,30000.0
cvt,BEAT SPORTY CW,80000.0
JASA PASANG 10000,NEW PCX 150 ABS,10000.0
PAKET KURAS OLI SHOCK,NEW VARIO 125 CBS,25000.0
SERVIS PAKET LENGKAP PERAWATAN,VARIO ESP CBS ADV MMC,95000.0
PENGGANTIAN BUSI,ALL NEW SCOOPY STYLISH,15000.0
JASA PASANG 30000,NEW VARIO 150,30000.0
SERVIS PAKET CVT PLUS,VARIO TECHNO 125 FI CBS,50000.0
PEMERIKSAAN KELISTRIKAN,BEAT STREET CBS,50000.0
SERVIS PAKET RINGAN PERAWATAN,BEAT STREET CBS,75000.0
JASA PASANG 20000,BEAT STREET,20000.0
KPB 2,CRF150L,0.0
SERVIS PAKET CVT PLUS,ALL NEW SCOOPY SPORTY,50000.0
PAKET GOCENG,CBR 150R,5000.0
PENGGANTIAN BAN BELAKANG,ADV150 CBS,40000.0
PENGGANTIAN BAN DEPAN,ADV150 CBS,30000.0
PENGGANTIAN BELT DRIVE / ROLLER,ADV150 CBS,50000.0
PENGGANTIAN KANVAS REM DEPAN,ADV150 CBS,20000.0
PENGGANTIAN KANVAS REM BELAKANG,ADV150 CBS,30000.0
PENGGANTIAN RADIATOR COOLANT,ADV150 CBS,20000.0
SERVIS PAKET LENGKAP PERAWATAN PLUS,CB150R STREETFIRE SPECIAL,113000.0
PAKET CEBAN,NEW PCX 150 CBS,10000.0
PENGGANTIAN RADIATOR COOLANT,NEW VARIO TECHNO PGM FI,20000.0
PAKET CEBAN,CRF150L,10000.0
PERBAIKAN COVER HANDLE GETAR,VARIO 125 CBS,0.0
PERBAIKAN MASTER REM DEPAN,BEAT SPORTY CBS ISS,15000.0
KPB 3,VARIO 160 ABS,0.0
PENGGANTIAN OLI MESIN,NEW SCOOPY SPORTY,0.0
JASA PASANG 10000,NEW SCOOPY FI,10000.0
PERBAIKAN CVT,BeAT Sporty CBS,40000.0
CEK AJA DULU,VARIO 125 CBS ISS,1000.0
CEK AJA DULU,BEAT SPORTY CW,0.0
JASA CEK KILAT,BeAT Street,1.0
PAKET CEBAN,VERZA CAST WHEEL,10000.0
PENGGANTIAN CVT,BeAT Sporty CBS ISS Deluxe,50000.0
PENGGANTIAN COM STEER,NEW SCOOPY PRESTIGE JKT,175000.0
JASA PASANG 110000,NEW SCOOPY PRESTIGE JKT,110000.0
PENGGANTIAN CVT,NEW SCOOPY PRESTIGE JKT,45000.0
PAKET KURAS MASTER REM,VARIO 125 CBS MMC,40000.0
JASA PASANG 180000,NEW PCX 150 CBS,179000.0
JASA PASANG 50000,BEAT SPORTY CBS ISS,50000.0
JASA PASANG 10000,VARIO FI,10000.0
GOKIL (GANTI OLI KILAT),NEW SCOOPY FASHION,0.0
PENGGANTIAN BUSI,BEAT FI CW,10000.0
JASA PASANG 5000,GENIO CBS ISS,5000.0
GOKIL (GANTI OLI KILAT),BEAT SPORTY CBS,0.0
PAKET GOCENG,Genio CBS,5000.0
SERVIS PAKET LENGKAP PERAWATAN,VARIO 125 CBS-ISS MMC,90000.0
PERBAIKAN CVT,VARIO 125 CBS-ISS MMC,15000.0
JASA CEK KILAT,ALL NEW SCOOPY STYLISH,1.0
PENGGANTIAN KANVAS REM DEPAN,VARIO 125 CBS MMC,15000.0
PENGGANTIAN MASTER REM DEPAN,BeAT Sporty CBS ISS Deluxe,55000.0
PENGGANTIAN SHOCKBREAKER BELAKANG,BeAT Sporty CBS ISS Deluxe,88000.0
SERVIS PAKET LENGKAP PERAWATAN PLUS,SUPRA X 125 CW,80000.0
KPB 2,NEW VARIO 125 CBS-ISS,0.0
PENGGANTIAN GEAR SET ( DRIVE CHAIN KIT ),REVO FIT,57500.0
SERVIS PAKET CVT PLUS,PCX 160 ABS,39000.0
PENGGANTIAN KANVAS REM BELAKANG * ( CAKRAM ),BEAT SPORTY DLX SMART KEY,0.0
PAKET KURAS OLI SHOCK,BEAT SPORTY DLX SMART KEY,0.0
PAKET KURAS TANGKI,BEAT SPORTY DLX SMART KEY,0.0
PAKET KURAS MASTER REM,BEAT SPORTY DLX SMART KEY,0.0
PENGGANTIAN SARINGAN OLI,BEAT SPORTY DLX SMART KEY,0.0
PAKET KURAS RADIATOR,BEAT SPORTY DLX SMART KEY,0.0
PAKET INJECTOR CLEANER,BEAT SPORTY DLX SMART KEY,0.0
PAKET PEMBERSIHAN CVT,BEAT SPORTY DLX SMART KEY,0.0
PENGGANTIAN KANVAS REM BELAKANG * ABS,BEAT SPORTY DLX SMART KEY,0.0
PENGGANTIAN GEAR SET ( DRIVE CHAIN KIT ),BEAT SPORTY DLX SMART KEY,0.0
PENGGANTIAN KANVAS REM DEPAN * ABS,BEAT SPORTY DLX SMART KEY,0.0
SPECIAL MATIC 39K,NEW VARIO,39000.0
PAKET GOCENG,BEAT POP CW,5000.0
PENGGANTIAN RADIATOR COOLANT,PCX 160 CBS,0.0
JASA PASANG 40000,BEAT FI CW,40000.0
PENGGANTIAN MINYAK REM,BEAT FI CW,10000.0
SERVIS PAKET RINGAN PERAWATAN,BEAT FI CW,55000.0
JASA PASANG 10000,ALL NEW CBR 150R,10000.0
JASA PASANG 10000,VARIO 150 MMC,10000.0
JASA PASANG 10000,BeAT Sporty CBS ISS Deluxe,10000.0
PENGGANTIAN BAN BELAKANG,CBR 150R,16000.0
JASA PASANG 10000,BEAT SPORTY CBS,10000.0
PAKET GOCENG,VARIO 160 CBS,5000.0
JASA PASANG 15000,CB150R STREETFIRE SPECIAL,15000.0
SERVIS PAKET CVT PLUS,Beat Sporty,50000.0
SERVIS PAKET LENGKAP PERAWATAN,BEAT CBS FI MMC,130000.0
PENGGANTIAN OLI MESIN,BEAT CBS FI MMC,0.0
JASA PASANG 10000,BLADE,10000.0
SERVIS PAKET LENGKAP PERAWATAN,PCX,165000.0
PENGGANTIAN OLI MESIN,PCX,0.0
JASA PASANG 55000,GENIO CBS,55000.0
JASA PASANG 30000,SUPRA X 125 PGM FI,30000.0
VISIT FEE,BEAT SPORTY CW,0.0
PAKET SERVIS PLATINUM,BEAT SPORTY CBS ISS,145000.0
KPB 3,SCOOPY FASHION,0.0
PERBAIKAN BOHLAM LAMPU DEPAN / SOCKET ,SCOOPY FI,25000.0
PENGGANTIAN SARINGAN UDARA,PCX 160 CBS,15000.0
PAKET CEBAN,NEW CB150R STREETFIRE,10000.0
JASA PASANG 5000,ADV160 CBS,5000.0
SERVIS PAKET LENGKAP PERAWATAN PLUS,PCX160 RoadSync,153000.0
PENGGANTIAN BAN DEPAN,BeAT Sporty CBS ISS Deluxe,30000.0
SERVIS PAKET RINGAN PERAWATAN,BLADE,50000.0
PENGGANTIAN OLI GARDAN,BEAT SPORTY CBS,10000.0
PAKET RESET FI,BEAT CW FI MMC,35000.0
PAKET SIAP MUDIK 2024,VARIO 110 CBS,150000.0
SERVIS PAKET LENGKAP PERAWATAN PLUS,VARIO 160 CBS,117000.0
JASA PASANG 50000,VARIO 125 CBS,50000.0
SERVIS PAKET LENGKAP PERAWATAN PLUS,GENIO CBS ISS SE,115000.0
VISIT FEE,REVO 110 SPOKE WHEEL,0.0
SERVIS PAKET RINGAN PERAWATAN,PCX 160 ABS,130000.0
CUCI REM BELAKANG ,ALL NEW SCOOPY STYLISH,25000.0
JASA PASANG 10000,VARIO CAST WHEEL,10000.0
PERBAIKAN FUEL PUMP,BEAT SPORTY CBS,25000.0
PENGGANTIAN KANVAS REM DEPAN,GENIO CBS ISS SE,30000.0
PENGGANTIAN KANVAS REM BELAKANG,GENIO CBS ISS SE,29250.0
JASA PASANG 15000,BLADE,15000.0
PAKET CEBAN,REVO CW,10000.0
PERBAIKAN BOHLAM LAMPU DEPAN / SOCKET ,VARIO 125 CBS,9000.0
CEK AJA DULU,VARIO 150 MMC,1000.0
KPB 3,GENIO CBS,0.0
JASA PASANG 45000,ALL NEW SCOOPY SPORTY,45000.0
"PAKET PASCA MUDIK CUB, SPORT",PCX 160 CBS,45000.0
PENGGANTIAN BAN BELAKANG,NEW SCOOPY FI,30000.0
PEMERIKSAAN KELISTRIKAN,NEW PCX 150 ABS,50000.0
PENGGANTIAN SARINGAN UDARA,SUPRA X 125 CW MMC,15000.0
PERBAIKAN BAN BELAKANG,BEAT FI CW,15000.0
PERBAIKAN COM STEER,ALL NEW SCOOPY STYLISH,20000.0
JASA PASANG 15000,NEW BEAT SPOKE WHEEL,15000.0
SERVIS PAKET LENGKAP PERAWATAN,BEAT POP ESP CW,90000.0
PAKET SERVIS PLATINUM,BEAT SPORTY CBS,120000.0
PENGGANTIAN RADIATOR COOLANT,PCX,5000.0
SERVIS PAKET RINGAN PERAWATAN,ADV150 CBS,60000.0
PAKET SIAP MUDIK 2025,PCX 160 CBS,50000.0
KPB 1,NEW SCOOPY PRESTIGE,0.0
PAKET RESET FI,BEAT FI CW,50000.0
SERVIS PAKET CVT PLUS,NEW PCX 150 CBS,50000.0
SERVICE VISIT,BeAT Sporty CBS,75000.0
PENGGANTIAN OLI GARDAN,BEAT FI CW,10000.0
JASA PASANG 70000,REVO FIT,70000.0
PAKET GOCENG,ALL NEW SCOOPY SPORTY,5000.0
PENGGANTIAN BUSI,SUPRA X 125 HELM IN FI,15000.0
PERBAIKAN CVT,BEAT POP ESP CW,40000.0
PENGGANTIAN OLI MESIN,BEAT POP ESP CW PIXEL,0.0
JASA PASANG 35000,VERZA CAST WHEEL,35000.0
PAKET RESET FI,PCX 160 ABS,20000.0
PENGGANTIAN BELT DRIVE / ROLLER,BEAT FI CBS,45000.0
PERBAIKAN BAN DEPAN,ADV150 CBS,0.0
JASA PASANG 40000,NEW SUPRA GTR150 SPORTY,40000.0
PENGGANTIAN KANVAS REM DEPAN,SPACY CW HELM IN FI,10000.0
JASA PASANG 15000,SPACY CW HELM IN FI,15000.0
JASA PASANG 35000,BEAT SPORTY CBS ISS,35000.0
JASA PASANG 30000,VARIO 125 CBS ISS,30000.0
PAKET GOCENG,NEW PCX 150 ABS,5000.0
PROMO MERDEKA 1,NEW BEAT CAST WHEEL,0.0
PAKET CEBAN,BEAT FI SW,10000.0
PENGGANTIAN KANVAS REM DEPAN,NEW VARIO 125 CBS,15000.0
JASA PASANG 20000,NEW VARIO 125 CBS,20000.0
JASA PASANG 35000,BeAT Street,35000.0
PENGGANTIAN BUSI,NEW SCOOPY PRESTIGE,0.0
PENGGANTIAN SARINGAN UDARA,NEW SCOOPY PRESTIGE,0.0
PENGGANTIAN OLI MESIN,VARIO ESP CBS ADV MMC,5000.0
PEMERIKSAAN KELISTRIKAN,SCOOPY ESP,50000.0
JASA PASANG 30000,NEW VARIO TECHNO PGM FI,30000.0
PAKET GOCENG,BEAT STREET,5000.0
SERVIS PAKET LENGKAP PERAWATAN PLUS,NEW SCOOPY FI,85000.0
PENGGANTIAN BELT DRIVE / ROLLER,VARIO 125 CBS-ISS MMC,50000.0
PAKET KURAS OLI SHOCK,BEAT SPORTY CW,25000.0
JASA PASANG 10000,BEAT,10000.0
LCR CHECK,Genio CBS ISS,0.0
PERBAIKAN MASTER REM DEPAN,BEAT FI CBS,25000.0
JASA PASANG 10000,PCX 160 CBS,10000.0
PAKET GOCENG,VARIO TECHNO 125 FI CBS,5000.0
JASA PASANG 10000,NEW VARIO ESP CBS,10000.0
PERBAIKAN COVER HANDLE GETAR,ALL NEW SCOOPY SPORTY,10000.0
